code,config,period,d_qsim_l2_rel,d_qsim_max_abs,d_qsim_max_norm,n_steps
K633252001,GR4J_KGE,cal,5.146312918977924e-15,2.9976021664879227e-14,4.525865349912956e-14,3653
L091402001,GR4J_KGE,cal,4.801616798998593e-15,1.1723955140041653e-13,1.1880059622532874e-13,3653
L441171001,GR4J_KGE,cal,4.806001916347019e-15,6.483702463810914e-14,7.987439619563392e-14,3653
L465301001,GR4J_KGE,cal,1.9215337832890206e-15,2.353672812205332e-14,3.8246946213377e-14,3653
L503401001,GR4J_KGE,cal,6.480581145799871e-15,6.483702463810914e-14,5.704937428253664e-14,3653
M011491010,GR4J_KGE,cal,3.643436923838592e-15,3.730349362740526e-14,4.2819612236249933e-14,3653
M530001010,GR4J_KGE,cal,8.759394532852176e-15,3.1530333899354446e-14,4.916193010830835e-14,3653
O038401001,GR4J_KGE,cal,3.061474353057372e-15,1.2079226507921703e-13,4.304295603051128e-14,3653
O062401001,GR4J_KGE,cal,1.6076539055532815e-15,4.618527782440651e-14,5.6670342030674466e-14,3653
O158461001,GR4J_KGE,cal,2.8100757304409646e-15,6.572520305780927e-14,7.294503457182267e-14,3653
O528431002,GR4J_KGE,cal,3.158609191097739e-15,5.684341886080802e-14,6.709482032168632e-14,3653
O726501001,GR4J_KGE,cal,6.5175020701704416e-15,4.973799150320701e-14,4.861706434273422e-14,3653
O794402002,GR4J_KGE,cal,2.863298094184303e-15,7.815970093361102e-14,9.667731502447003e-14,3653
P088501001,GR4J_KGE,cal,1.5587422163360045e-15,6.750155989720952e-14,2.963126693075386e-14,3653
P367401001,GR4J_KGE,cal,3.3614638321073765e-15,1.0658141036401503e-13,5.524482540619232e-14,3653
P392252001,GR4J_KGE,cal,4.24181733859418e-15,2.2382096176443156e-13,1.164352491884189e-13,3653
P613402001,GR4J_KGE,cal,4.701889889004794e-15,7.904787935331115e-14,6.19395073101635e-14,3653
P638251001,GR4J_KGE,cal,4.879100225707005e-15,5.5067062021407764e-14,6.469735762972636e-14,3653
P821501001,GR4J_KGE,cal,5.8916224782105026e-15,6.661338147750939e-14,9.894577949479993e-14,3653
Q022402001,GR4J_KGE,cal,1.8124324971753728e-14,1.900701818158268e-13,1.3201785037846199e-13,3653
Q055401001,GR4J_KGE,cal,2.4553458698613493e-15,6.750155989720952e-14,6.746300273551641e-14,3653
U012401001,GR4J_KGE,cal,3.7655381176986786e-15,4.39648317751562e-14,3.085541738488218e-14,3653
U041501001,GR4J_KGE,cal,1.8745559010046307e-15,6.394884621840902e-14,2.050521708067466e-14,3653
U044431001,GR4J_KGE,cal,2.370147664008378e-15,6.394884621840902e-14,3.122577208847173e-14,3653
U047401001,GR4J_KGE,cal,3.696034002895543e-15,9.237055564881302e-14,5.0411089522010437e-14,3653
U063501001,GR4J_KGE,cal,3.4018367783280573e-15,6.306066779870889e-14,7.00352319385926e-14,3653
U303401001,GR4J_KGE,cal,3.3115065974746364e-15,2.6201263381153694e-14,4.2955066679485826e-14,3653
U342401001,GR4J_KGE,cal,1.3930311951007926e-15,3.552713678800501e-14,2.862027970136877e-14,3653
U452521001,GR4J_KGE,cal,1.083476271270878e-14,1.0658141036401503e-13,1.72298267689038e-13,3653
U463501001,GR4J_KGE,cal,2.8788694181853453e-15,7.993605777301127e-14,1.3960127052217573e-13,3653
V125501001,GR4J_KGE,cal,4.05221404643687e-15,7.993605777301127e-14,3.707945950927139e-14,3653
V301501001,GR4J_KGE,cal,3.054378822650239e-15,5.3290705182007514e-14,9.525691294855557e-14,3653
V445501001,GR4J_KGE,cal,3.518344131058813e-15,4.973799150320701e-14,6.093602122076844e-14,3653
V504661001,GR4J_KGE,cal,1.3297862848434089e-15,1.2789769243681803e-13,5.4940008518038446e-14,3653
V713501001,GR4J_KGE,cal,1.2001434329878777e-15,1.2079226507921703e-13,6.057041902590278e-14,3653
Y028406001,GR4J_KGE,cal,3.828425476098825e-15,1.3145040611561853e-13,1.7400795591923846e-13,3653
Y062402001,GR4J_KGE,cal,2.697732479752025e-15,1.0480505352461478e-13,8.878100772632115e-14,3653
Y152401001,GR4J_KGE,cal,4.957702950840138e-15,1.7408297026122455e-13,2.5609209230677246e-13,3653
Y503201001,GR4J_KGE,cal,1.6620506167144508e-14,9.414691248821327e-14,2.4587552012753334e-13,3653
Y510661001,GR4J_KGE,cal,1.2988947102040902e-14,3.836930773104541e-13,1.1978406167138303e-12,3653
Y523501001,GR4J_KGE,cal,1.5703372742177386e-14,1.616484723854228e-13,4.426052791753334e-13,3653
Y531201001,GR4J_KGE,cal,6.136232752816163e-15,6.128431095930864e-14,1.5075060615379606e-13,3653
Y561501001,GR4J_KGE,cal,5.917851390409406e-15,1.7408297026122455e-13,1.4293131894011465e-13,3653
Y643401001,GR4J_KGE,cal,1.3309285733645845e-14,2.5224267119483557e-13,2.419228615904799e-13,3653
A433301001,GR4J_KGE,val,4.325243346553503e-15,7.194245199571014e-14,4.044441189641693e-14,3652
A543101001,GR4J_KGE,val,2.0551497935348194e-15,5.417888360170764e-14,6.788158312432232e-14,3652
A673122001,GR4J_KGE,val,5.00912338320172e-15,5.3290705182007514e-14,6.601311940072736e-14,3652
A843101001,GR4J_KGE,val,2.3247712670433922e-15,2.7533531010703882e-14,4.04676753048853e-14,3652
A983201001,GR4J_KGE,val,2.1345924498633513e-15,2.7533531010703882e-14,3.527643434937759e-14,3652
B134001001,GR4J_KGE,val,1.7583005964163434e-15,2.7533531010703882e-14,3.2450284030944195e-14,3652
B413201001,GR4J_KGE,val,9.366815326813139e-15,4.618527782440651e-14,5.894353004769811e-14,3652
B422431001,GR4J_KGE,val,1.2341006274564481e-14,8.348877145181177e-14,7.734232083704633e-14,3652
B460101001,GR4J_KGE,val,6.819164482922821e-15,3.597122599785507e-14,3.9093284116890856e-14,3652
B463101001,GR4J_KGE,val,1.0451900750159253e-14,5.5289106626332796e-14,6.147824146104749e-14,3652
B532201001,GR4J_KGE,val,2.7500026697776395e-15,5.5067062021407764e-14,3.815149994975486e-14,3652
D020601001,GR4J_KGE,val,5.6625812648752026e-15,3.730349362740526e-14,4.1044657054963614e-14,3652
E403571001,GR4J_KGE,val,1.0159957534337628e-14,1.1901590823981678e-13,1.0441116863273334e-13,3652
E540651001,GR4J_KGE,val,4.118150072925163e-14,2.1804780203638074e-13,1.9965603291510398e-13,3652
F453000101,GR4J_KGE,val,1.5544869737284311e-13,2.97761815204467e-13,7.788112572681021e-13,3652
H232201001,GR4J_KGE,val,2.999299035783733e-15,8.881784197001252e-14,1.2005157457770295e-13,3652
H248201001,GR4J_KGE,val,3.13880680043954e-15,3.064215547965432e-14,3.7530779059449925e-14,3652
H413041010,GR4J_KGE,val,3.6150627717657433e-14,9.903189379656396e-14,2.89345346114304e-13,3652
H438021010,GR4J_KGE,val,1.0998332946283917e-13,1.8240964294591322e-13,5.171702280161563e-13,3652
H514262001,GR4J_KGE,val,3.300465365750806e-15,4.440892098500626e-14,5.1948731714528836e-14,3652
H602021010,GR4J_KGE,val,6.94686060689368e-15,5.551115123125783e-14,6.888917231658906e-14,3652
H611061010,GR4J_KGE,val,3.285720542438819e-14,1.3367085216486885e-13,2.133215361657525e-13,3652
H622101001,GR4J_KGE,val,5.11234982127675e-15,5.861977570020827e-14,7.205915621470683e-14,3652
H642301001,GR4J_KGE,val,2.0377759097144428e-14,7.260858581048524e-14,1.6062144117433471e-13,3652
I200101001,GR4J_KGE,val,4.308697765043755e-15,4.3520742565306136e-14,9.773259037441005e-14,3652
I202101001,GR4J_KGE,val,1.6069454321677243e-14,5.084821452783217e-14,1.1674772126115803e-13,3652
I346301001,GR4J_KGE,val,3.291051287299253e-15,3.8191672047105385e-14,3.722901516902648e-14,3652
I403201001,GR4J_KGE,val,5.105798366508532e-15,4.796163466380676e-14,5.695975265368126e-14,3652
I505301001,GR4J_KGE,val,1.0522079041640184e-15,1.9539925233402755e-14,1.4745729573283937e-14,3652
I532151001,GR4J_KGE,val,4.023300962637276e-15,3.019806626980426e-14,4.2740346460570814e-14,3652
I722202001,GR4J_KGE,val,1.5527729719502508e-15,3.552713678800501e-14,2.280284840638356e-14,3652
I903101001,GR4J_KGE,val,5.797829416797278e-15,9.769962616701378e-14,1.0942016991323656e-13,3652
J032301001,GR4J_KGE,val,3.577665878616513e-15,4.440892098500626e-14,6.036845459463219e-14,3652
J110301001,GR4J_KGE,val,4.112584472903102e-15,4.973799150320701e-14,7.570180329660293e-14,3652
J132401001,GR4J_KGE,val,4.417821010496634e-15,6.394884621840902e-14,9.7058661539595e-14,3652
J151301001,GR4J_KGE,val,7.010082398957356e-15,6.661338147750939e-14,6.950052881699423e-14,3652
J172172001,GR4J_KGE,val,4.424613426376023e-15,4.3520742565306136e-14,4.3222918346058117e-14,3652
J181301001,GR4J_KGE,val,4.9931555700814145e-15,4.263256414560601e-14,6.687417110387784e-14,3652
J221311001,GR4J_KGE,val,2.923492665572718e-15,5.684341886080802e-14,3.894944764597013e-14,3652
J223301001,GR4J_KGE,val,4.420501592758611e-15,6.661338147750939e-14,4.76463997827167e-14,3652
J251401001,GR4J_KGE,val,7.388271699169416e-15,7.194245199571014e-14,7.295023493222965e-14,3652
J261401002,GR4J_KGE,val,5.00134717445969e-15,6.394884621840902e-14,4.650398281529973e-14,3652
J320571001,GR4J_KGE,val,5.857874296231121e-15,5.5067062021407764e-14,3.597645884436172e-14,3652
J421191001,GR4J_KGE,val,2.991655343697624e-15,5.3290705182007514e-14,2.8510829415219e-14,3652
J471201002,GR4J_KGE,val,3.872226144767931e-15,8.526512829121202e-14,5.680267706594237e-14,3652
J570481001,GR4J_KGE,val,4.122094281408905e-15,9.325873406851315e-14,6.019856164429279e-14,3652
J813301001,GR4J_KGE,val,5.207935314759245e-15,5.773159728050814e-14,6.349057974587107e-14,3652
K066331001,GR4J_KGE,val,3.4555398239429617e-15,4.263256414560601e-14,5.64664563296103e-14,3652
K075321001,GR4J_KGE,val,6.281263308995601e-15,7.638334409421077e-14,7.073650806988806e-14,3652
K125181001,GR4J_KGE,val,2.8039582708783424e-15,8.704148513061227e-14,1.2371985823262008e-13,3652
K152401001,GR4J_KGE,val,1.881863351863354e-15,4.796163466380676e-14,3.574204188215187e-14,3652
K175311001,GR4J_KGE,val,2.101664177822614e-15,2.930988785010413e-14,2.6556823425953786e-14,3652
K222302001,GR4J_KGE,val,5.75564817638771e-15,4.618527782440651e-14,3.7413649163851554e-14,3652
K222303001,GR4J_KGE,val,5.907600186192313e-15,3.2862601528904634e-14,3.280420811087988e-14,3652
K225401001,GR4J_KGE,val,4.8416034811641905e-15,4.529709940470639e-14,4.5450005222244366e-14,3652
K337301001,GR4J_KGE,val,3.851382411841326e-15,5.417888360170764e-14,1.0000281046155705e-13,3652
K633252001,GR4J_KGE,val,5.2275301065882964e-15,3.9968028886505635e-14,6.890827448632828e-14,3652
L091402001,GR4J_KGE,val,4.3687040347785354e-15,5.773159728050814e-14,6.577466528444329e-14,3652
L441171001,GR4J_KGE,val,5.082801566833336e-15,4.440892098500626e-14,6.206995794890708e-14,3652
L465301001,GR4J_KGE,val,2.163036256814361e-15,2.842170943040401e-14,4.99311264167693e-14,3652
L503401001,GR4J_KGE,val,7.202655098493598e-15,6.838973831690964e-14,7.000554416888312e-14,3652
M011491010,GR4J_KGE,val,3.634249905538096e-15,4.085620730620576e-14,5.335969897200218e-14,3652
M530001010,GR4J_KGE,val,9.85165429612377e-15,3.8191672047105385e-14,6.601720395836461e-14,3652
O038401001,GR4J_KGE,val,2.3867832823622537e-15,1.7053025658242404e-13,5.635178961363751e-14,3652
O062401001,GR4J_KGE,val,1.733957658287626e-15,5.684341886080802e-14,6.530829313250031e-14,3652
O158461001,GR4J_KGE,val,2.4956534723324562e-15,6.039613253960852e-14,6.42183368800959e-14,3652
O528431002,GR4J_KGE,val,3.4774070006609305e-15,7.283063041541027e-14,8.835599035654447e-14,3652
O726501001,GR4J_KGE,val,7.246788759022926e-15,3.907985046680551e-14,4.083393582596178e-14,3652
O794402002,GR4J_KGE,val,2.6847686707388778e-15,6.661338147750939e-14,9.594967146728967e-14,3652
P088501001,GR4J_KGE,val,1.3537012664998266e-15,3.730349362740526e-14,1.645806034092232e-14,3652
P367401001,GR4J_KGE,val,3.040960217696623e-15,7.638334409421077e-14,4.1621278671141086e-14,3652
P392252001,GR4J_KGE,val,4.172581429665935e-15,8.08242361927114e-14,4.4735129839741146e-14,3652
P613402001,GR4J_KGE,val,4.614624520151725e-15,7.815970093361102e-14,6.474270316798102e-14,3652
P638251001,GR4J_KGE,val,4.927268957017727e-15,4.440892098500626e-14,5.705969328810983e-14,3652
P821501001,GR4J_KGE,val,5.6461720154793005e-15,5.595524044110789e-14,8.765179927573805e-14,3652
Q022402001,GR4J_KGE,val,1.5125439666902314e-14,2.078337502098293e-13,1.3202310018657626e-13,3652
Q055401001,GR4J_KGE,val,1.994351799580489e-15,8.304468224196171e-14,7.377765074278581e-14,3652
U012401001,GR4J_KGE,val,4.231325106883904e-15,5.240252676230739e-14,4.3410457940614255e-14,3652
U041501001,GR4J_KGE,val,1.9664159101847572e-15,5.3290705182007514e-14,1.8896778012289263e-14,3652
U044431001,GR4J_KGE,val,2.4295013231415087e-15,5.684341886080802e-14,3.1051000959343056e-14,3652
U047401001,GR4J_KGE,val,3.622146405201528e-15,5.062616992290714e-14,3.081978629230003e-14,3652
U063501001,GR4J_KGE,val,2.971790274337371e-15,5.861977570020827e-14,6.065353403993265e-14,3652
U303401001,GR4J_KGE,val,3.40626443041355e-15,3.2862601528904634e-14,4.829878705287446e-14,3652
U342401001,GR4J_KGE,val,1.4831248291802793e-15,3.907985046680551e-14,3.152691376575578e-14,3652
U452521001,GR4J_KGE,val,1.2193683235681981e-14,1.0658141036401503e-13,1.8827408191226367e-13,3652
U463501001,GR4J_KGE,val,4.417817231688298e-15,7.638334409421077e-14,1.487000465689172e-13,3652
V125501001,GR4J_KGE,val,4.514907183585205e-15,1.4566126083082054e-13,6.47847837097785e-14,3652
V301501001,GR4J_KGE,val,4.447346195919792e-15,4.796163466380676e-14,9.404370070004473e-14,3652
V445501001,GR4J_KGE,val,3.6942080814865414e-15,4.529709940470639e-14,5.315966745769661e-14,3652
V504661001,GR4J_KGE,val,1.3079881959421905e-15,1.0658141036401503e-13,4.3064015081852376e-14,3652
V713501001,GR4J_KGE,val,1.277956303802846e-15,1.2079226507921703e-13,5.547496069475947e-14,3652
Y028406001,GR4J_KGE,val,4.729534691058418e-15,2.1316282072803006e-13,2.781038833790005e-13,3652
Y062402001,GR4J_KGE,val,2.8077449256151408e-15,8.526512829121202e-14,7.59702814906629e-14,3652
Y152401001,GR4J_KGE,val,7.439934802290586e-15,1.1901590823981678e-13,2.4351639750223984e-13,3652
Y503201001,GR4J_KGE,val,1.469564506569958e-14,2.3803181647963356e-13,4.0864451756306953e-13,3652
Y510661001,GR4J_KGE,val,1.0693859294434316e-14,4.867217739956686e-13,8.684892739342711e-13,3652
Y523501001,GR4J_KGE,val,1.2558926874634318e-14,3.055333763768431e-13,5.48528020915869e-13,3652
Y531201001,GR4J_KGE,val,4.7688040307711705e-15,1.6697754290362354e-13,2.529007481363357e-13,3652
Y561501001,GR4J_KGE,val,5.487079190289231e-15,2.3447910280083306e-13,1.455045206630741e-13,3652
Y643401001,GR4J_KGE,val,1.2427197020656837e-14,3.481659405224491e-13,2.618008409167968e-13,3652
A433301001,GR5J_NSE,cal,3.87656675715967e-15,6.128431095930864e-14,3.05667050655915e-14,3653
A543101001,GR5J_NSE,cal,2.0812907862592742e-15,4.263256414560601e-14,5.1903631451710685e-14,3653
A673122001,GR5J_NSE,cal,3.3150347500700714e-15,6.750155989720952e-14,7.216675112421859e-14,3653
A843101001,GR5J_NSE,cal,4.764574986472887e-15,7.460698725481052e-14,9.145382194218429e-14,3653
A983201001,GR5J_NSE,cal,2.7345274314958124e-15,3.3306690738754696e-14,4.005798447706801e-14,3653
B134001001,GR5J_NSE,cal,2.8555872222162894e-15,3.375077994860476e-14,3.756922587224045e-14,3653
B413201001,GR5J_NSE,cal,4.800676774045157e-15,2.7977620220553945e-14,2.998290870275284e-14,3653
B422431001,GR5J_NSE,cal,4.033077195568654e-15,3.6415315207705135e-14,2.865912654925137e-14,3653
B460101001,GR5J_NSE,cal,3.767894338430993e-15,3.863576125695545e-14,3.377667939231313e-14,3653
B463101001,GR5J_NSE,cal,3.3381555490286624e-15,3.4638958368304884e-14,3.0281767152428004e-14,3653
B532201001,GR5J_NSE,cal,3.3157216332914786e-15,7.638334409421077e-14,4.638263336167515e-14,3653
D020601001,GR5J_NSE,cal,8.558278715597518e-15,1.2256862191861728e-13,1.0620838349779352e-13,3653
E403571001,GR5J_NSE,cal,9.175908556359139e-15,1.6608936448392342e-13,1.2941484939707184e-13,3653
E540651001,GR5J_NSE,cal,2.894530743744584e-14,2.0827783941967937e-13,1.5792318537846345e-13,3653
F453000101,GR5J_NSE,cal,1.0383778014903738e-13,1.3877787807814457e-13,3.3709120715881065e-13,3653
H232201001,GR5J_NSE,cal,3.0788813630750538e-15,3.042011087472929e-14,4.403579143061186e-14,3653
H248201001,GR5J_NSE,cal,3.954321449753836e-15,3.108624468950438e-14,4.115444607294689e-14,3653
H413041010,GR5J_NSE,cal,7.282723179396048e-15,3.3306690738754696e-14,9.932610782243411e-14,3653
H438021010,GR5J_NSE,cal,5.293740391985339e-14,9.259260025373806e-14,2.3752035276125165e-13,3653
H514262001,GR5J_NSE,cal,5.028204633587329e-15,7.904787935331115e-14,7.640730261924837e-14,3653
H602021010,GR5J_NSE,cal,5.169433619382695e-15,5.684341886080802e-14,6.56262071939547e-14,3653
H611061010,GR5J_NSE,cal,1.62173698196573e-14,6.261657858885883e-14,8.575133407115837e-14,3653
H622101001,GR5J_NSE,cal,4.431352256188719e-15,3.952393967665557e-14,4.192309391041193e-14,3653
H642301001,GR5J_NSE,cal,1.1215152685751298e-14,4.218847493575595e-14,9.940338086992848e-14,3653
I200101001,GR5J_NSE,cal,6.059691410234474e-15,4.440892098500626e-14,9.838637326614014e-14,3653
I202101001,GR5J_NSE,cal,1.1177954153288414e-14,3.8413716652030416e-14,7.6969335586845e-14,3653
I346301001,GR5J_NSE,cal,4.6451649219935444e-15,4.75175454539567e-14,3.988267365585986e-14,3653
I403201001,GR5J_NSE,cal,4.800400346531276e-15,4.796163466380676e-14,5.5039795524363515e-14,3653
I505301001,GR5J_NSE,cal,2.1302077876220162e-15,4.75175454539567e-14,3.5817569131278686e-14,3653
I532151001,GR5J_NSE,cal,3.897480251428839e-15,4.3520742565306136e-14,6.053774723811917e-14,3653
I722202001,GR5J_NSE,cal,2.0792742990695397e-15,2.842170943040401e-14,1.8920886709038845e-14,3653
I903101001,GR5J_NSE,cal,3.821409866771926e-15,5.1514348342607263e-14,4.3785943595008795e-14,3653
J032301001,GR5J_NSE,cal,5.414302687611883e-15,3.419486915845482e-14,4.687914550393809e-14,3653
J110301001,GR5J_NSE,cal,4.7308375139587334e-15,3.5083047578154947e-14,4.5626006837096925e-14,3653
J132401001,GR5J_NSE,cal,5.746120962355497e-15,4.529709940470639e-14,6.08612141142052e-14,3653
J151301001,GR5J_NSE,cal,9.56268273011734e-15,6.927791673660977e-14,5.974140417717437e-14,3653
J172172001,GR5J_NSE,cal,5.2131024307443035e-15,7.194245199571014e-14,6.056738244003892e-14,3653
J181301001,GR5J_NSE,cal,7.222387965961729e-15,4.75175454539567e-14,6.374739487356512e-14,3653
J221311001,GR5J_NSE,cal,4.9685766048788544e-15,7.016609515630989e-14,4.019787156951943e-14,3653
J223301001,GR5J_NSE,cal,5.581608481579131e-15,8.615330671091215e-14,5.323812980304051e-14,3653
J251401001,GR5J_NSE,cal,1.118831335825809e-14,8.970602038971265e-14,8.005354260594223e-14,3653
J261401002,GR5J_NSE,cal,5.9483918865664885e-15,8.08242361927114e-14,5.052671317321826e-14,3653
J320571001,GR5J_NSE,cal,6.359287007471053e-15,6.927791673660977e-14,4.0646795108944365e-14,3653
J421191001,GR5J_NSE,cal,2.6801440103225134e-15,4.440892098500626e-14,2.3189895213423245e-14,3653
J471201002,GR5J_NSE,cal,4.3999563432887095e-15,8.615330671091215e-14,4.8130685762200015e-14,3653
J570481001,GR5J_NSE,cal,4.3450333926002004e-15,6.394884621840902e-14,3.9287408948284893e-14,3653
J813301001,GR5J_NSE,cal,6.6706272298208976e-15,5.773159728050814e-14,5.267536389153014e-14,3653
K066331001,GR5J_NSE,cal,3.588314553958181e-15,7.815970093361102e-14,9.092678818550998e-14,3653
K075321001,GR5J_NSE,cal,6.164307103458994e-15,9.592326932761353e-14,7.939696071313788e-14,3653
K125181001,GR5J_NSE,cal,2.9514356747837406e-15,3.064215547965432e-14,4.6576450992528506e-14,3653
K152401001,GR5J_NSE,cal,2.439888568308398e-15,3.730349362740526e-14,2.895460099852918e-14,3653
K175311001,GR5J_NSE,cal,2.59223187700377e-15,3.197442310920451e-14,3.102470311469492e-14,3653
K222302001,GR5J_NSE,cal,1.1824047977964288e-14,2.2026824808563106e-13,1.7378695394207488e-13,3653
K222303001,GR5J_NSE,cal,7.300081135516437e-15,1.0302869668521453e-13,9.716511277650675e-14,3653
K225401001,GR5J_NSE,cal,1.0159233881673774e-14,1.4033219031261979e-13,1.3391479540992972e-13,3653
K337301001,GR5J_NSE,cal,3.873819613255681e-15,2.708944180085382e-14,4.795016495392281e-14,3653
K633252001,GR5J_NSE,cal,7.23403285234379e-15,4.884981308350689e-14,7.329297279929433e-14,3653
L091402001,GR5J_NSE,cal,9.279976735289698e-15,1.1368683772161603e-13,1.1639560826445207e-13,3653
L441171001,GR5J_NSE,cal,4.399122798840256e-15,5.1514348342607263e-14,6.497885830738028e-14,3653
L465301001,GR5J_NSE,cal,2.783426736254633e-15,3.3306690738754696e-14,5.7515215760331e-14,3653
L503401001,GR5J_NSE,cal,7.404586216269552e-15,7.638334409421077e-14,6.59914734926372e-14,3653
M011491010,GR5J_NSE,cal,5.607386284751891e-15,4.085620730620576e-14,4.695191587883353e-14,3653
M530001010,GR5J_NSE,cal,6.378881619438984e-15,2.2648549702353193e-14,3.4933205351222805e-14,3653
O038401001,GR5J_NSE,cal,6.963601203554413e-15,2.007283228522283e-13,7.325010953785945e-14,3653
O062401001,GR5J_NSE,cal,2.272622209787429e-15,6.039613253960852e-14,8.234577790848648e-14,3653
O158461001,GR5J_NSE,cal,4.310964095114405e-15,1.2256862191861728e-13,1.4700199643042349e-13,3653
O528431002,GR5J_NSE,cal,3.634338658138512e-15,6.217248937900877e-14,7.746333260961232e-14,3653
O726501001,GR5J_NSE,cal,1.165418426573231e-14,1.7408297026122455e-13,1.6893061399054654e-13,3653
O794402002,GR5J_NSE,cal,3.221941800514821e-15,6.394884621840902e-14,8.72952489984958e-14,3653
P088501001,GR5J_NSE,cal,2.9911242720626476e-15,1.1191048088221578e-13,4.870457227823813e-14,3653
P367401001,GR5J_NSE,cal,6.183368835720369e-15,1.6342482922482304e-13,8.449569213454053e-14,3653
P392252001,GR5J_NSE,cal,4.4006689943383855e-15,1.2079226507921703e-13,6.335613247955985e-14,3653
P613402001,GR5J_NSE,cal,6.048324398560842e-15,1.2256862191861728e-13,9.610688470729659e-14,3653
P638251001,GR5J_NSE,cal,4.403272910414205e-15,5.3290705182007514e-14,6.285617814820682e-14,3653
P821501001,GR5J_NSE,cal,8.905260104327836e-15,9.50350909079134e-14,1.424890205004813e-13,3653
Q022402001,GR5J_NSE,cal,8.575151774982113e-15,1.3855583347321954e-13,9.624764873653668e-14,3653
Q055401001,GR5J_NSE,cal,5.081226046583326e-15,1.4033219031261979e-13,1.4185678539170267e-13,3653
U012401001,GR5J_NSE,cal,4.479980390612776e-15,7.815970093361102e-14,5.480287372277586e-14,3653
U041501001,GR5J_NSE,cal,2.8787051956392387e-15,7.105427357601002e-14,2.2736861331200193e-14,3653
U044431001,GR5J_NSE,cal,3.58551760897329e-15,7.105427357601002e-14,3.482126641558516e-14,3653
U047401001,GR5J_NSE,cal,4.064372480359113e-15,6.306066779870889e-14,3.445114030039889e-14,3653
U063501001,GR5J_NSE,cal,4.347545396628985e-15,4.796163466380676e-14,5.356785331614551e-14,3653
U303401001,GR5J_NSE,cal,5.574560063065675e-15,3.8191672047105385e-14,6.249560815649254e-14,3653
U342401001,GR5J_NSE,cal,2.001671509977071e-15,5.3290705182007514e-14,4.188202425522425e-14,3653
U452521001,GR5J_NSE,cal,7.432409208600283e-15,1.1723955140041653e-13,1.8865683225851713e-13,3653
U463501001,GR5J_NSE,cal,3.60704587461677e-15,1.0658141036401503e-13,1.9499676468891286e-13,3653
V125501001,GR5J_NSE,cal,9.485427330949166e-15,1.8030021919912542e-13,8.39253399034579e-14,3653
V301501001,GR5J_NSE,cal,3.789250124475903e-15,8.526512829121202e-14,1.5933991711833279e-13,3653
V445501001,GR5J_NSE,cal,4.925360066997963e-15,6.394884621840902e-14,8.520968507758929e-14,3653
V504661001,GR5J_NSE,cal,2.086794469107866e-15,1.2789769243681803e-13,5.562824281051957e-14,3653
V713501001,GR5J_NSE,cal,2.225693609587482e-15,2.0605739337042905e-13,1.0063987362860966e-13,3653
Y028406001,GR5J_NSE,cal,4.01587847135656e-15,1.8474111129762605e-13,2.5146854355333044e-13,3653
Y062402001,GR5J_NSE,cal,3.8427342352500895e-15,7.815970093361102e-14,6.652378495486435e-14,3653
Y152401001,GR5J_NSE,cal,1.8622235691613334e-14,5.826450433232822e-13,8.000052765259592e-13,3653
Y503201001,GR5J_NSE,cal,1.604028400985082e-14,1.3145040611561853e-13,3.391675317691536e-13,3653
Y510661001,GR5J_NSE,cal,2.1097660343265194e-14,4.5297099404706387e-13,1.326110825503819e-12,3653
Y523501001,GR5J_NSE,cal,2.946918811533468e-14,2.291500322826323e-13,6.197987809584706e-13,3653
Y531201001,GR5J_NSE,cal,8.20096764015297e-15,1.0302869668521453e-13,2.404533393385004e-13,3653
Y561501001,GR5J_NSE,cal,3.223379777884901e-14,6.3860028376439e-13,4.972507080965251e-13,3653
Y643401001,GR5J_NSE,cal,1.2762074644862772e-14,3.375077994860476e-13,3.2146523277610765e-13,3653
A433301001,GR5J_NSE,val,4.059712636378114e-15,4.796163466380676e-14,2.6206631510675317e-14,3652
A543101001,GR5J_NSE,val,1.96875095357777e-15,3.064215547965432e-14,4.232304638087016e-14,3652
A673122001,GR5J_NSE,val,3.606468789764052e-15,4.796163466380676e-14,5.538031875169497e-14,3652
A843101001,GR5J_NSE,val,4.913821636095715e-15,3.9968028886505635e-14,6.150800179588024e-14,3652
A983201001,GR5J_NSE,val,2.6050604807912875e-15,3.108624468950438e-14,3.990670783833488e-14,3652
B134001001,GR5J_NSE,val,2.8220958720857236e-15,4.618527782440651e-14,5.714596114417297e-14,3652
B413201001,GR5J_NSE,val,5.6035719943026605e-15,2.7533531010703882e-14,3.201670357858033e-14,3652
B422431001,GR5J_NSE,val,4.1626119795284565e-15,3.907985046680551e-14,3.235238977069345e-14,3652
B460101001,GR5J_NSE,val,4.342193643294112e-15,3.9968028886505635e-14,4.0080446537980355e-14,3652
B463101001,GR5J_NSE,val,3.886303016980114e-15,3.2862601528904634e-14,3.312767881782976e-14,3652
B532201001,GR5J_NSE,val,3.449882008781964e-15,8.526512829121202e-14,5.876387559664429e-14,3652
D020601001,GR5J_NSE,val,9.800001122143076e-15,8.881784197001252e-14,9.648178131236011e-14,3652
E403571001,GR5J_NSE,val,1.020215508425943e-14,1.6786572132332367e-13,1.4654182806751026e-13,3652
E540651001,GR5J_NSE,val,3.503032624548525e-14,1.936228954946273e-13,1.7045945932546103e-13,3652
F453000101,GR5J_NSE,val,1.1141577475587088e-13,1.6919798895287386e-13,4.3160412986030255e-13,3652
