code,config,period,d_qsim_l2_rel,d_qsim_max_abs,d_qsim_max_norm,n_steps
Q022402001,GR6J_NSE,val,4.412465598371343e-15,8.970602038971265e-14,5.76466084913042e-14,3652
Q055401001,GR6J_NSE,val,3.32533036531297e-15,1.5631940186722204e-13,1.3945726751189733e-13,3652
U012401001,GR6J_NSE,val,4.236139630507968e-15,6.394884621840902e-14,5.142044532551742e-14,3652
U041501001,GR6J_NSE,val,9.753722471230475e-16,2.842170943040401e-14,1.0075462351657644e-14,3652
U044431001,GR6J_NSE,val,1.3669297485111968e-15,2.842170943040401e-14,1.6000018598271077e-14,3652
U047401001,GR6J_NSE,val,3.2747257722783666e-15,5.773159728050814e-14,3.469649087804692e-14,3652
U063501001,GR6J_NSE,val,3.2724524464126686e-15,4.618527782440651e-14,4.814069130205337e-14,3652
U303401001,GR6J_NSE,val,4.033096781938062e-15,3.8191672047105385e-14,5.723986291628213e-14,3652
U342401001,GR6J_NSE,val,3.221690845254695e-15,5.3290705182007514e-14,4.2637290049165204e-14,3652
U452521001,GR6J_NSE,val,9.332872117464207e-15,3.9968028886505635e-14,6.861679720841337e-14,3652
U463501001,GR6J_NSE,val,3.613209938739359e-15,3.552713678800501e-14,1.2007261118951229e-13,3652
V125501001,GR6J_NSE,val,4.726193080589504e-15,1.0302869668521453e-13,4.5794501718579113e-14,3652
V301501001,GR6J_NSE,val,6.7226737430659325e-15,7.549516567451064e-14,1.5521896343885522e-13,3652
V445501001,GR6J_NSE,val,5.940274913726116e-15,7.283063041541027e-14,9.164356963436392e-14,3652
V504661001,GR6J_NSE,val,7.24677456649943e-16,3.197442310920451e-14,1.3024910926980039e-14,3652
V713501001,GR6J_NSE,val,9.77162618076525e-16,7.105427357601002e-14,3.181955722368538e-14,3652
Y028406001,GR6J_NSE,val,5.322282839906246e-15,3.055333763768431e-13,4.1261331531449545e-13,3652
Y062402001,GR6J_NSE,val,8.916297834984568e-16,3.552713678800501e-14,3.31125103129646e-14,3652
Y152401001,GR6J_NSE,val,1.090794985888015e-14,1.723066134218243e-13,3.3268293985129546e-13,3652
Y503201001,GR6J_NSE,val,6.484127508075051e-15,5.861977570020827e-14,1.0136085625696166e-13,3652
Y510661001,GR6J_NSE,val,2.255463981300949e-15,6.394884621840902e-14,9.430613130344365e-14,3652
Y523501001,GR6J_NSE,val,9.349388918044436e-15,2.0250467969162855e-13,3.4213408979283037e-13,3652
Y531201001,GR6J_NSE,val,4.493852816152184e-15,1.3145040611561853e-13,1.9506372791838618e-13,3652
Y561501001,GR6J_NSE,val,7.230160567936183e-16,3.019806626980426e-14,1.863271565822654e-14,3652
Y643401001,GR6J_NSE,val,2.5045347167385946e-15,6.750155989720952e-14,5.027896713525686e-14,3652
A433301001,CemaNeigeGR4J_NSE,cal,4.5249275259543714e-15,7.194245199571014e-14,3.674113852020104e-14,3653
A543101001,CemaNeigeGR4J_NSE,cal,2.493025680797079e-15,1.2079226507921703e-13,1.3399139077365324e-13,3653
A673122001,CemaNeigeGR4J_NSE,cal,4.0519418539513575e-15,4.618527782440651e-14,5.388579710067772e-14,3653
A843101001,CemaNeigeGR4J_NSE,cal,4.437576436591212e-15,4.085620730620576e-14,4.8778368892993844e-14,3653
A983201001,CemaNeigeGR4J_NSE,cal,2.842358051945148e-15,2.5757174171303632e-14,2.948989458163152e-14,3653
B134001001,CemaNeigeGR4J_NSE,cal,2.8563966194427158e-15,3.8191672047105385e-14,4.1989276922293576e-14,3653
B413201001,CemaNeigeGR4J_NSE,cal,3.9965872122391906e-15,5.3290705182007514e-14,5.766073401761835e-14,3653
B422431001,CemaNeigeGR4J_NSE,cal,2.5273972099640305e-14,2.2160051571518125e-13,1.8195855748893409e-13,3653
B460101001,CemaNeigeGR4J_NSE,cal,5.402663449369985e-15,5.595524044110789e-14,5.246917331731224e-14,3653
B463101001,CemaNeigeGR4J_NSE,cal,8.796579297688183e-15,9.059419880941277e-14,8.197353059659967e-14,3653
B532201001,CemaNeigeGR4J_NSE,cal,3.5175228567585393e-15,6.750155989720952e-14,4.179312402934354e-14,3653
D020601001,CemaNeigeGR4J_NSE,cal,7.126179224247646e-15,7.105427357601002e-14,6.362488079192811e-14,3653
E403571001,CemaNeigeGR4J_NSE,cal,1.1108671443713292e-14,1.616484723854228e-13,1.253067654709043e-13,3653
E540651001,CemaNeigeGR4J_NSE,cal,3.254683603757006e-14,2.1938006966593093e-13,1.6772535760307672e-13,3653
F453000101,CemaNeigeGR4J_NSE,cal,1.6479068194565825e-13,2.070565940925917e-13,5.058604701688246e-13,3653
H232201001,CemaNeigeGR4J_NSE,cal,4.428264706038435e-15,7.194245199571014e-14,9.90505757929693e-14,3653
H248201001,CemaNeigeGR4J_NSE,cal,4.3736044687289265e-15,2.842170943040401e-14,3.755648126311072e-14,3653
H413041010,CemaNeigeGR4J_NSE,cal,2.6920045759704415e-14,9.059419880941277e-14,3.0891790091922163e-13,3653
H438021010,CemaNeigeGR4J_NSE,cal,1.160617141426538e-13,1.6708856520608606e-13,4.3445710111916264e-13,3653
H514262001,CemaNeigeGR4J_NSE,cal,3.0348677008143466e-15,3.552713678800501e-14,3.502975986798588e-14,3653
H602021010,CemaNeigeGR4J_NSE,cal,5.980712029620414e-15,4.75175454539567e-14,6.207842319561515e-14,3653
H611061010,CemaNeigeGR4J_NSE,cal,3.504897660889309e-14,1.1812772982011666e-13,1.6736653401517531e-13,3653
H622101001,CemaNeigeGR4J_NSE,cal,4.359007009623806e-15,3.9968028886505635e-14,4.270296945961104e-14,3653
H642301001,CemaNeigeGR4J_NSE,cal,2.0669755875260582e-14,7.616129948928574e-14,1.8487655389397196e-13,3653
I200101001,CemaNeigeGR4J_NSE,cal,6.939259623177417e-15,7.549516567451064e-14,1.6241428706896747e-13,3653
I202101001,CemaNeigeGR4J_NSE,cal,1.4411643564708556e-14,5.3290705182007514e-14,1.0694220320868973e-13,3653
I346301001,CemaNeigeGR4J_NSE,cal,4.6601475829572686e-15,4.796163466380676e-14,4.071655054713392e-14,3653
I403201001,CemaNeigeGR4J_NSE,cal,4.7018947066805896e-15,3.8191672047105385e-14,4.517604076243941e-14,3653
I505301001,CemaNeigeGR4J_NSE,cal,1.939546889984915e-15,4.1300296516055823e-14,2.9474442237586996e-14,3653
I532151001,CemaNeigeGR4J_NSE,cal,4.427848988846478e-15,3.8191672047105385e-14,5.446671638474735e-14,3653
I722202001,CemaNeigeGR4J_NSE,cal,2.0928510956029878e-15,3.907985046680551e-14,2.4867534393408652e-14,3653
I903101001,CemaNeigeGR4J_NSE,cal,4.6651244759046826e-15,5.1514348342607263e-14,4.432247371122327e-14,3653
J032301001,CemaNeigeGR4J_NSE,cal,5.417161630222916e-15,3.375077994860476e-14,4.381586019716906e-14,3653
J110301001,CemaNeigeGR4J_NSE,cal,4.884128095166729e-15,3.175237850427948e-14,4.052308712032582e-14,3653
J132401001,CemaNeigeGR4J_NSE,cal,4.3523746172703095e-15,3.108624468950438e-14,4.1447308537927774e-14,3653
J151301001,CemaNeigeGR4J_NSE,cal,8.543862296829776e-15,6.661338147750939e-14,5.834609645741607e-14,3653
J172172001,CemaNeigeGR4J_NSE,cal,6.6895286395498364e-15,6.616929226765933e-14,5.5928252694258964e-14,3653
J181301001,CemaNeigeGR4J_NSE,cal,8.472547851511758e-15,5.1514348342607263e-14,6.885477140263949e-14,3653
J221311001,CemaNeigeGR4J_NSE,cal,5.633921044517261e-15,7.993605777301127e-14,4.637729403732832e-14,3653
J223301001,CemaNeigeGR4J_NSE,cal,5.432994246618191e-15,6.217248937900877e-14,3.863087858256264e-14,3653
J251401001,CemaNeigeGR4J_NSE,cal,8.653637059985666e-15,6.794564910705958e-14,6.015435614274761e-14,3653
J261401002,CemaNeigeGR4J_NSE,cal,5.524629001283616e-15,7.194245199571014e-14,4.5503351657936884e-14,3653
J320571001,CemaNeigeGR4J_NSE,cal,4.665063072635004e-15,9.592326932761353e-14,5.625877953607519e-14,3653
J421191001,CemaNeigeGR4J_NSE,cal,3.4554649015299948e-15,5.3290705182007514e-14,2.823597714037766e-14,3653
J471201002,CemaNeigeGR4J_NSE,cal,3.80383796260129e-15,7.105427357601002e-14,4.018434381747073e-14,3653
J570481001,CemaNeigeGR4J_NSE,cal,4.692781800293447e-15,6.394884621840902e-14,3.82642948234788e-14,3653
J813301001,CemaNeigeGR4J_NSE,cal,6.818150127682792e-15,6.794564910705958e-14,6.316296868059327e-14,3653
K066331001,CemaNeigeGR4J_NSE,cal,3.134954839367653e-15,8.526512829121202e-14,9.333762453423481e-14,3653
K075321001,CemaNeigeGR4J_NSE,cal,4.4793054589000895e-15,4.618527782440651e-14,3.7617978042278735e-14,3653
K125181001,CemaNeigeGR4J_NSE,cal,3.887031169623775e-15,5.3290705182007514e-14,7.452877080380976e-14,3653
K152401001,CemaNeigeGR4J_NSE,cal,3.2994796956376357e-15,4.263256414560601e-14,3.086298245118004e-14,3653
K175311001,CemaNeigeGR4J_NSE,cal,2.378481786145875e-15,3.730349362740526e-14,3.637846116109009e-14,3653
K222302001,CemaNeigeGR4J_NSE,cal,5.7096261526223065e-15,6.394884621840902e-14,4.906625025385091e-14,3653
K222303001,CemaNeigeGR4J_NSE,cal,6.084624007937707e-15,3.907985046680551e-14,3.692457303013455e-14,3653
K225401001,CemaNeigeGR4J_NSE,cal,6.472600597596805e-15,8.970602038971265e-14,8.594265044544133e-14,3653
K337301001,CemaNeigeGR4J_NSE,cal,3.839236397783347e-15,2.4868995751603507e-14,4.031086915526839e-14,3653
K633252001,CemaNeigeGR4J_NSE,cal,5.599641245122917e-15,3.552713678800501e-14,5.76081379003923e-14,3653
L091402001,CemaNeigeGR4J_NSE,cal,4.4631566682272256e-15,7.016609515630989e-14,6.826331365917752e-14,3653
L441171001,CemaNeigeGR4J_NSE,cal,4.313231707765068e-15,4.618527782440651e-14,5.56840004716723e-14,3653
L465301001,CemaNeigeGR4J_NSE,cal,2.967755073464513e-15,3.4638958368304884e-14,5.502001325581788e-14,3653
L503401001,CemaNeigeGR4J_NSE,cal,8.245602079836443e-15,7.460698725481052e-14,6.472555970281688e-14,3653
M011491010,CemaNeigeGR4J_NSE,cal,4.852018947631544e-15,3.597122599785507e-14,3.9419996081053954e-14,3653
M530001010,CemaNeigeGR4J_NSE,cal,8.271225249482027e-15,2.6645352591003757e-14,4.3126296899580455e-14,3653
O038401001,CemaNeigeGR4J_NSE,cal,2.558803640748659e-15,6.039613253960852e-14,2.1846000766301484e-14,3653
O062401001,CemaNeigeGR4J_NSE,cal,2.285450505919632e-15,5.684341886080802e-14,7.030521574406116e-14,3653
O158461001,CemaNeigeGR4J_NSE,cal,3.2050513317158317e-15,7.283063041541027e-14,7.757741350154078e-14,3653
O528431002,CemaNeigeGR4J_NSE,cal,3.389375871597484e-15,6.750155989720952e-14,8.432112294896577e-14,3653
O726501001,CemaNeigeGR4J_NSE,cal,8.797050181125331e-15,7.815970093361102e-14,7.602181007196815e-14,3653
O794402002,CemaNeigeGR4J_NSE,cal,2.9140968165312287e-15,5.1514348342607263e-14,6.152579342956436e-14,3653
P088501001,CemaNeigeGR4J_NSE,cal,1.8205001260851546e-15,5.1514348342607263e-14,2.1845434106098164e-14,3653
P367401001,CemaNeigeGR4J_NSE,cal,4.431361880891222e-15,1.0302869668521453e-13,5.151867750113349e-14,3653
P392252001,CemaNeigeGR4J_NSE,cal,4.9232096709957624e-15,1.1368683772161603e-13,5.868081466274425e-14,3653
P613402001,CemaNeigeGR4J_NSE,cal,6.03905161812856e-15,8.348877145181177e-14,6.626857456368439e-14,3653
P638251001,CemaNeigeGR4J_NSE,cal,5.598607396489409e-15,7.283063041541027e-14,8.488945508884532e-14,3653
P821501001,CemaNeigeGR4J_NSE,cal,7.91253779277872e-15,6.306066779870889e-14,9.538992914957602e-14,3653
Q022402001,CemaNeigeGR4J_NSE,cal,2.2484184075757882e-14,2.0339285811132868e-13,1.4619508119098781e-13,3653
Q055401001,CemaNeigeGR4J_NSE,cal,3.801184931391975e-15,7.460698725481052e-14,6.966373585084372e-14,3653
U012401001,CemaNeigeGR4J_NSE,cal,4.2670850327290144e-15,5.684341886080802e-14,4.09655842956683e-14,3653
U041501001,CemaNeigeGR4J_NSE,cal,2.450730997985042e-15,1.2434497875801753e-13,3.986591468826297e-14,3653
U044431001,CemaNeigeGR4J_NSE,cal,2.4694926015396527e-15,5.684341886080802e-14,2.7585979337549227e-14,3653
U047401001,CemaNeigeGR4J_NSE,cal,3.1848327284849923e-15,5.1514348342607263e-14,2.8402826356290517e-14,3653
U063501001,CemaNeigeGR4J_NSE,cal,3.4512729672542714e-15,4.440892098500626e-14,4.807330795149773e-14,3653
U303401001,CemaNeigeGR4J_NSE,cal,4.705982469041646e-15,3.68594044175552e-14,5.540882796507118e-14,3653
U342401001,CemaNeigeGR4J_NSE,cal,2.7665187120559802e-15,5.3290705182007514e-14,4.1728206284043244e-14,3653
U452521001,CemaNeigeGR4J_NSE,cal,1.1915706958678874e-14,1.2256862191861728e-13,2.1436858178192572e-13,3653
U463501001,CemaNeigeGR4J_NSE,cal,3.505976979888703e-15,8.526512829121202e-14,1.3869383025488418e-13,3653
V125501001,CemaNeigeGR4J_NSE,cal,4.633383486675001e-15,1.0480505352461478e-13,4.9122247195287436e-14,3653
V301501001,CemaNeigeGR4J_NSE,cal,4.0061922530753515e-15,8.526512829121202e-14,1.445765764640456e-13,3653
V445501001,CemaNeigeGR4J_NSE,cal,4.725987402954814e-15,9.237055564881302e-14,1.1760671852848926e-13,3653
V504661001,CemaNeigeGR4J_NSE,cal,1.7206987173473213e-15,1.1013412404281553e-13,4.532816603356122e-14,3653
V713501001,CemaNeigeGR4J_NSE,cal,1.799468410694916e-15,2.1671553440683056e-13,1.1009715919485713e-13,3653
Y028406001,CemaNeigeGR4J_NSE,cal,4.819125446530031e-15,1.7408297026122455e-13,2.51467693820268e-13,3653
Y062402001,CemaNeigeGR4J_NSE,cal,5.663684273133782e-15,2.2737367544323206e-13,2.0552806541020835e-13,3653
Y152401001,CemaNeigeGR4J_NSE,cal,1.883253727795561e-14,4.689582056016661e-13,6.511449811662331e-13,3653
Y503201001,CemaNeigeGR4J_NSE,cal,1.882585612574133e-14,1.545430450278218e-13,4.301692445913641e-13,3653
Y510661001,CemaNeigeGR4J_NSE,cal,1.4274398752491753e-14,2.255973186038318e-13,5.907302510563068e-13,3653
Y523501001,CemaNeigeGR4J_NSE,cal,1.73820971933733e-14,1.1812772982011666e-13,3.318664253031123e-13,3653
Y531201001,CemaNeigeGR4J_NSE,cal,8.193350534173286e-15,9.592326932761353e-14,2.6373199476042264e-13,3653
Y561501001,CemaNeigeGR4J_NSE,cal,2.2775038589963858e-14,3.872457909892546e-13,2.895664215096832e-13,3653
Y643401001,CemaNeigeGR4J_NSE,cal,1.6301519337862854e-14,3.232969447708456e-13,3.19837978382799e-13,3653
A433301001,CemaNeigeGR4J_NSE,val,4.5426230740716455e-15,7.283063041541027e-14,4.2042627527106365e-14,3652
A543101001,CemaNeigeGR4J_NSE,val,2.2647620976823264e-15,6.750155989720952e-14,8.454693590445525e-14,3652
A673122001,CemaNeigeGR4J_NSE,val,4.108079187852074e-15,4.39648317751562e-14,5.95619818459837e-14,3652
A843101001,CemaNeigeGR4J_NSE,val,5.2029434574061546e-15,3.9968028886505635e-14,5.943421827288528e-14,3652
A983201001,CemaNeigeGR4J_NSE,val,2.9799940978551884e-15,4.263256414560601e-14,5.188928754474804e-14,3652
B134001001,CemaNeigeGR4J_NSE,val,2.911091001156269e-15,4.263256414560601e-14,5.18689831591112e-14,3652
B413201001,CemaNeigeGR4J_NSE,val,3.4987131255976574e-15,5.1958437552457326e-14,6.043464114462133e-14,3652
B422431001,CemaNeigeGR4J_NSE,val,3.0203966562124755e-14,2.304822999121825e-13,2.1980388665829597e-13,3652
B460101001,CemaNeigeGR4J_NSE,val,5.830299279273866e-15,4.1744385725905886e-14,4.7606565423789854e-14,3652
B463101001,CemaNeigeGR4J_NSE,val,1.100705191975098e-14,8.570921750106208e-14,9.811037583483289e-14,3652
B532201001,CemaNeigeGR4J_NSE,val,4.1994390024036115e-15,7.993605777301127e-14,5.725344401303827e-14,3652
D020601001,CemaNeigeGR4J_NSE,val,8.713521420967838e-15,7.016609515630989e-14,8.04193957340409e-14,3652
E403571001,CemaNeigeGR4J_NSE,val,9.538086472811985e-15,1.5187850976872141e-13,1.3178592478098932e-13,3652
E540651001,CemaNeigeGR4J_NSE,val,3.9877189776910077e-14,2.0339285811132868e-13,1.868940956136478e-13,3652
F453000101,CemaNeigeGR4J_NSE,val,1.8653505308311184e-13,2.504663143554353e-13,6.55169417177119e-13,3652
H232201001,CemaNeigeGR4J_NSE,val,3.7360319256210755e-15,4.529709940470639e-14,5.857130133076352e-14,3652
H248201001,CemaNeigeGR4J_NSE,val,3.979478469997561e-15,3.8191672047105385e-14,4.6711232003951205e-14,3652
H413041010,CemaNeigeGR4J_NSE,val,2.54933625540896e-14,1.1812772982011666e-13,3.848526227701688e-13,3652
H438021010,CemaNeigeGR4J_NSE,val,1.3823877332853983e-13,2.0883295093199195e-13,5.970038270498933e-13,3652
H514262001,CemaNeigeGR4J_NSE,val,3.2195950136828632e-15,2.042810365310288e-14,2.40756691159052e-14,3652
H602021010,CemaNeigeGR4J_NSE,val,6.2736176997587845e-15,5.861977570020827e-14,8.152239847362169e-14,3652
H611061010,CemaNeigeGR4J_NSE,val,3.870948381863752e-14,1.3211653993039363e-13,2.1693867378159484e-13,3652
H622101001,CemaNeigeGR4J_NSE,val,4.830188554728706e-15,4.574118861455645e-14,5.6521524388710484e-14,3652
H642301001,CemaNeigeGR4J_NSE,val,2.034743452121466e-14,7.593925488436071e-14,1.7244073999772375e-13,3652
I200101001,CemaNeigeGR4J_NSE,val,6.4066396680742694e-15,3.907985046680551e-14,9.037716958428437e-14,3652
I202101001,CemaNeigeGR4J_NSE,val,1.6079429702664417e-14,6.217248937900877e-14,1.4448832934448043e-13,3652
I346301001,CemaNeigeGR4J_NSE,val,5.3615717430263676e-15,6.838973831690964e-14,6.849139932774473e-14,3652
I403201001,CemaNeigeGR4J_NSE,val,4.667898815748025e-15,4.796163466380676e-14,5.833962269581078e-14,3652
I505301001,CemaNeigeGR4J_NSE,val,2.0113944597227167e-15,5.417888360170764e-14,3.913482031086964e-14,3652
I532151001,CemaNeigeGR4J_NSE,val,4.3250360876144875e-15,4.3520742565306136e-14,6.3019758237606e-14,3652
I722202001,CemaNeigeGR4J_NSE,val,1.8695622669910348e-15,4.618527782440651e-14,2.912485792479378e-14,3652
I903101001,CemaNeigeGR4J_NSE,val,5.715646052026813e-15,7.460698725481052e-14,8.266716516355516e-14,3652
J032301001,CemaNeigeGR4J_NSE,val,4.9333949572583764e-15,4.4853010194856324e-14,5.873243772375468e-14,3652
J110301001,CemaNeigeGR4J_NSE,val,5.1487896603874426e-15,4.263256414560601e-14,6.293919750076516e-14,3652
J132401001,CemaNeigeGR4J_NSE,val,4.2231275116300305e-15,3.952393967665557e-14,5.927176769125104e-14,3652
J151301001,CemaNeigeGR4J_NSE,val,8.847099029444856e-15,7.37188088351104e-14,7.641987324938558e-14,3652
J172172001,CemaNeigeGR4J_NSE,val,6.489873908788867e-15,6.394884621840902e-14,6.338992782594652e-14,3652
J181301001,CemaNeigeGR4J_NSE,val,8.843166516697127e-15,6.039613253960852e-14,9.5223580788952e-14,3652
J221311001,CemaNeigeGR4J_NSE,val,6.038250726333429e-15,8.79296635503124e-14,6.003245823288373e-14,3652
J223301001,CemaNeigeGR4J_NSE,val,5.6575249402073706e-15,8.260059303211165e-14,5.957682898307329e-14,3652
J251401001,CemaNeigeGR4J_NSE,val,9.310835097349307e-15,7.416289804496046e-14,7.472872206987374e-14,3652
J261401002,CemaNeigeGR4J_NSE,val,5.380348955581407e-15,6.750155989720952e-14,4.930467617429318e-14,3652
J320571001,CemaNeigeGR4J_NSE,val,4.388981285829762e-15,9.85878045867139e-14,6.323747842513952e-14,3652
J421191001,CemaNeigeGR4J_NSE,val,3.51859040612232e-15,1.1013412404281553e-13,5.977182775469605e-14,3652
J471201002,CemaNeigeGR4J_NSE,val,4.168842069805601e-15,8.171241461241152e-14,5.4642023540707065e-14,3652
J570481001,CemaNeigeGR4J_NSE,val,4.87919960692485e-15,5.950795411990839e-14,3.7650445658091614e-14,3652
J813301001,CemaNeigeGR4J_NSE,val,7.496936315964813e-15,7.638334409421077e-14,8.52709187019189e-14,3652
K066331001,CemaNeigeGR4J_NSE,val,4.294839042318195e-15,4.884981308350689e-14,5.953124870997106e-14,3652
K075321001,CemaNeigeGR4J_NSE,val,5.1456437090143134e-15,4.973799150320701e-14,4.6191903674309884e-14,3652
K125181001,CemaNeigeGR4J_NSE,val,3.4503233755563885e-15,4.085620730620576e-14,5.3401209969434626e-14,3652
K152401001,CemaNeigeGR4J_NSE,val,3.070514041560838e-15,3.730349362740526e-14,2.6339110649428318e-14,3652
K175311001,CemaNeigeGR4J_NSE,val,2.329890901895244e-15,3.907985046680551e-14,3.5807719821197685e-14,3652
K222302001,CemaNeigeGR4J_NSE,val,6.419536830179419e-15,4.707345624410664e-14,3.806243147609701e-14,3652
K222303001,CemaNeigeGR4J_NSE,val,6.468741821595214e-15,3.907985046680551e-14,3.8588375673683697e-14,3652
K225401001,CemaNeigeGR4J_NSE,val,6.931772543400742e-15,4.973799150320701e-14,5.036849024118418e-14,3652
K337301001,CemaNeigeGR4J_NSE,val,4.3837354269791484e-15,2.9753977059954195e-14,5.3262585641129125e-14,3652
K633252001,CemaNeigeGR4J_NSE,val,5.556122164750647e-15,4.440892098500626e-14,8.10672256866474e-14,3652
L091402001,CemaNeigeGR4J_NSE,val,4.870051876264845e-15,5.46229728115577e-14,6.076473990262978e-14,3652
L441171001,CemaNeigeGR4J_NSE,val,4.605208069198616e-15,4.884981308350689e-14,6.681833244238365e-14,3652
L465301001,CemaNeigeGR4J_NSE,val,2.579284844276897e-15,1.9539925233402755e-14,3.3950138335854505e-14,3652
L503401001,CemaNeigeGR4J_NSE,val,9.440206737039676e-15,7.37188088351104e-14,7.497620887912101e-14,3652
M011491010,CemaNeigeGR4J_NSE,val,5.274598290787345e-15,3.774758283725532e-14,4.7822373250097836e-14,3652
M530001010,CemaNeigeGR4J_NSE,val,9.001791381285432e-15,3.752553823233029e-14,6.66287253228438e-14,3652
O038401001,CemaNeigeGR4J_NSE,val,2.5428163453023586e-15,1.6342482922482304e-13,5.494297911252237e-14,3652
O062401001,CemaNeigeGR4J_NSE,val,2.515878400898645e-15,6.394884621840902e-14,7.397550075016972e-14,3652
O158461001,CemaNeigeGR4J_NSE,val,3.2995568603368756e-15,7.105427357601002e-14,7.288939694388655e-14,3652
O528431002,CemaNeigeGR4J_NSE,val,3.693432938646265e-15,5.861977570020827e-14,7.546088884724502e-14,3652
O726501001,CemaNeigeGR4J_NSE,val,1.0003268260155396e-14,8.260059303211165e-14,8.611124125187984e-14,3652
O794402002,CemaNeigeGR4J_NSE,val,3.2992214795834417e-15,4.1744385725905886e-14,5.833129689935103e-14,3652
P088501001,CemaNeigeGR4J_NSE,val,1.7319323528682528e-15,4.796163466380676e-14,2.0555516235792095e-14,3652
P367401001,CemaNeigeGR4J_NSE,val,4.216789635695969e-15,7.105427357601002e-14,3.791222146487759e-14,3652
P392252001,CemaNeigeGR4J_NSE,val,4.691066130024195e-15,8.881784197001252e-14,4.8959105034441867e-14,3652
P613402001,CemaNeigeGR4J_NSE,val,5.993190977189331e-15,1.1723955140041653e-13,9.882594412961515e-14,3652
P638251001,CemaNeigeGR4J_NSE,val,5.32881618846584e-15,4.973799150320701e-14,6.37944961382098e-14,3652
P821501001,CemaNeigeGR4J_NSE,val,8.104752248545599e-15,6.927791673660977e-14,1.1075168852040117e-13,3652
Q022402001,CemaNeigeGR4J_NSE,val,1.864530929489242e-14,1.8918200339612667e-13,1.2408667696448542e-13,3652
Q055401001,CemaNeigeGR4J_NSE,val,2.860305877041007e-15,1.4210854715202004e-13,1.1809885385836793e-13,3652
U012401001,CemaNeigeGR4J_NSE,val,4.952822430860784e-15,1.0125233984581428e-13,8.654601824152571e-14,3652
U041501001,CemaNeigeGR4J_NSE,val,2.561887766866972e-15,7.460698725481052e-14,2.6478101813698505e-14,3652
U044431001,CemaNeigeGR4J_NSE,val,2.684510642640282e-15,7.638334409421077e-14,4.176113786929674e-14,3652
U047401001,CemaNeigeGR4J_NSE,val,3.2973362260581216e-15,4.796163466380676e-14,2.956703022925603e-14,3652
U063501001,CemaNeigeGR4J_NSE,val,3.2929288117689747e-15,7.638334409421077e-14,7.725135939962845e-14,3652
U303401001,CemaNeigeGR4J_NSE,val,4.279191228811625e-15,4.440892098500626e-14,6.022597213864837e-14,3652
U342401001,CemaNeigeGR4J_NSE,val,2.8527597492236404e-15,5.684341886080802e-14,4.480452633406922e-14,3652
U452521001,CemaNeigeGR4J_NSE,val,1.4143232190768329e-14,9.769962616701378e-14,1.875659707246967e-13,3652
U463501001,CemaNeigeGR4J_NSE,val,4.831713910589124e-15,5.773159728050814e-14,1.0537158976061016e-13,3652
V125501001,CemaNeigeGR4J_NSE,val,4.330394282685867e-15,1.1013412404281553e-13,5.002787927792729e-14,3652
V301501001,CemaNeigeGR4J_NSE,val,5.3166354795933205e-15,5.861977570020827e-14,1.1012559450082054e-13,3652
V445501001,CemaNeigeGR4J_NSE,val,5.263175385002957e-15,6.394884621840902e-14,7.844228668497389e-14,3652
V504661001,CemaNeigeGR4J_NSE,val,1.7576237608361348e-15,1.6342482922482304e-13,6.346923289781798e-14,3652
V713501001,CemaNeigeGR4J_NSE,val,1.863919012356802e-15,2.4158453015843406e-13,1.1227961040428476e-13,3652
Y028406001,CemaNeigeGR4J_NSE,val,4.603097929389674e-15,2.4868995751603507e-13,3.539097732618564e-13,3652
Y062402001,CemaNeigeGR4J_NSE,val,6.3157848374849e-15,2.7000623958883807e-13,2.506401522125283e-13,3652
Y152401001,CemaNeigeGR4J_NSE,val,2.9152634478018766e-14,5.471179065352771e-13,1.08431161026306e-12,3652
Y503201001,CemaNeigeGR4J_NSE,val,1.5155351203985432e-14,4.121147867408581e-13,7.472074696662614e-13,3652
Y510661001,CemaNeigeGR4J_NSE,val,1.1804312228877665e-14,4.014566457044566e-13,6.103822754808998e-13,3652
Y523501001,CemaNeigeGR4J_NSE,val,1.3297710854749516e-14,3.090860900556436e-13,5.689747856623493e-13,3652
Y531201001,CemaNeigeGR4J_NSE,val,6.780632594643991e-15,3.019806626980426e-13,5.038464307815029e-13,3652
Y561501001,CemaNeigeGR4J_NSE,val,1.8358404667301766e-14,5.222489107836736e-13,3.056300665612887e-13,3652
Y643401001,CemaNeigeGR4J_NSE,val,1.5133676230721533e-14,5.151434834260726e-13,4.0004993587401587e-13,3652
