category,case,name,kind,n_values,max_abs,max_rel,worst
Semi-distributed routing,RunModel_Lag,QsimDown,series,2191,4.973799150320701e-14,5.4743058076824e-14,1.6550616982474075e-14
Calibration on the demonstration catchment,GR4J on NSE,calibrated parameters,scalar,4,2.842170943040401e-14,1.1615303033249991e-16,1.1615303033249991e-16
Calibration on the demonstration catchment,GR4J on NSE,criterion at the optimum,scalar,1,1.5543122344752192e-15,1.917131599442367e-15,1.5543122344752192e-15
Calibration on the demonstration catchment,GR4J on NSE,iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR4J on NSE[log],calibrated parameters,scalar,4,8.326672684688674e-17,3.9360881248683314e-16,8.326672684688674e-17
Calibration on the demonstration catchment,GR4J on NSE[log],criterion at the optimum,scalar,1,2.220446049250313e-16,2.5180465622298454e-16,2.220446049250313e-16
Calibration on the demonstration catchment,GR4J on NSE[log],iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR4J on KGE,calibrated parameters,scalar,4,4.973799150320701e-14,9.019186582123064e-16,9.019186582123064e-16
Calibration on the demonstration catchment,GR4J on KGE,criterion at the optimum,scalar,1,4.551914400963142e-15,5.32257860607866e-15,4.551914400963142e-15
Calibration on the demonstration catchment,GR4J on KGE,iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR5J on NSE,calibrated parameters,scalar,5,5.551115123125783e-17,1.2777797253462342e-16,5.551115123125783e-17
Calibration on the demonstration catchment,GR5J on NSE,criterion at the optimum,scalar,1,1.5543122344752192e-15,1.9134428509611837e-15,1.5543122344752192e-15
Calibration on the demonstration catchment,GR5J on NSE,iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR5J on NSE[log],calibrated parameters,scalar,5,1.9895196601282805e-13,8.389535747774779e-16,8.389535747774779e-16
Calibration on the demonstration catchment,GR5J on NSE[log],criterion at the optimum,scalar,1,5.551115123125783e-16,6.239521980020658e-16,5.551115123125783e-16
Calibration on the demonstration catchment,GR5J on NSE[log],iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR5J on KGE,calibrated parameters,scalar,5,7.105427357601002e-14,9.896540427342673e-16,9.896540427342673e-16
Calibration on the demonstration catchment,GR5J on KGE,criterion at the optimum,scalar,1,3.6637359812630166e-15,4.103301373693491e-15,3.6637359812630166e-15
Calibration on the demonstration catchment,GR5J on KGE,iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR6J on NSE,calibrated parameters,scalar,6,5.329070518200751e-15,4.693126061736397e-16,4.693126061736397e-16
Calibration on the demonstration catchment,GR6J on NSE,criterion at the optimum,scalar,1,1.6653345369377348e-15,2.0374167983706193e-15,1.6653345369377348e-15
Calibration on the demonstration catchment,GR6J on NSE,iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR6J on NSE[log],calibrated parameters,scalar,6,7.105427357601002e-15,3.541608078743915e-16,3.541608078743915e-16
Calibration on the demonstration catchment,GR6J on NSE[log],criterion at the optimum,scalar,1,7.771561172376096e-16,8.769255552645216e-16,7.771561172376096e-16
Calibration on the demonstration catchment,GR6J on NSE[log],iterations,scalar,1,0.0,0.0,0.0
Calibration on the demonstration catchment,GR6J on KGE,calibrated parameters,scalar,6,7.105427357601002e-15,3.6789035101197126e-16,3.6789035101197126e-16
Calibration on the demonstration catchment,GR6J on KGE,criterion at the optimum,scalar,1,4.107825191113079e-15,4.551040761685672e-15,4.107825191113079e-15
Calibration on the demonstration catchment,GR6J on KGE,iterations,scalar,1,0.0,0.0,0.0
